event_id,user_id,product_id,event_type,price,event_timestamp
ca8b5244-d073-4409-8cac-5f03d5b3cf98,308,260,purchase,291.32,2026-01-26T16:59:51.699659+00:00
82cd11d0-192e-4fe3-b2f5-2210c916d400,703,171,purchase,184.4,2026-01-26T16:59:51.699711+00:00
73462e07-7790-40fb-a2ca-b8e7a6d51b95,984,15,view,,2026-01-26T16:59:51.699734+00:00
91616db3-61d1-4141-82a1-8005358d64b7,199,170,view,,2026-01-26T16:59:51.699753+00:00
647ac8b4-6003-4f81-9cc3-f57e570a5690,945,345,view,,2026-01-26T16:59:51.699770+00:00
a79edcfb-3c33-46b2-a4f2-18922b643f76,486,409,view,,2026-01-26T16:59:51.699788+00:00
bbb124fe-0b6e-496e-b167-f3f20e7696d5,140,247,purchase,89.63,2026-01-26T16:59:51.699808+00:00
a958e013-866c-4d0b-9d5e-4dab507d8c25,550,459,view,,2026-01-26T16:59:51.699824+00:00
756dcd29-c5c5-45ec-a6d3-c8f59b7d7d69,803,417,view,,2026-01-26T16:59:51.699841+00:00
93b8c6da-e3c9-4326-996f-f914d9dc5395,761,29,view,,2026-01-26T16:59:51.699858+00:00
9aedbcda-5e4f-4447-b750-912abebb5505,307,290,view,,2026-01-26T16:59:51.699875+00:00
b2f81d26-4f3a-4658-8e52-1d1a17281d32,324,285,view,,2026-01-26T16:59:51.699891+00:00
d033c8ff-ddaa-4061-927c-23a0a43b0b58,214,296,view,,2026-01-26T16:59:51.699907+00:00
6ab00615-6b87-4edf-8d9a-cff772d0a2ae,819,470,view,,2026-01-26T16:59:51.699924+00:00
e3ed5c84-428a-4543-b253-df13c337fb7c,363,34,view,,2026-01-26T16:59:51.699940+00:00
f74bc014-f6d9-4d73-b713-21452c206d83,288,431,view,,2026-01-26T16:59:51.699956+00:00
eaca28c9-3473-44cb-9414-4b750cf359f9,385,321,purchase,283.84,2026-01-26T16:59:51.700072+00:00
91857d34-628b-457f-a733-fed84fbda507,399,96,view,,2026-01-26T16:59:51.700124+00:00
24be03b2-ce92-43ac-b9b5-8ba5dd3a8b69,886,401,view,,2026-01-26T16:59:51.700151+00:00
d6d8f1c8-c44d-486b-9f19-bbf8709e7c65,723,440,view,,2026-01-26T16:59:51.700171+00:00
