event_id,user_id,product_id,event_type,price,event_timestamp
5262ac1b-1041-4649-bc18-1c568b2d6fb9,680,406,view,,2026-01-26T16:55:40.856922+00:00
4181505f-141d-432e-a85c-1df2a48f3955,156,254,view,,2026-01-26T16:55:40.857022+00:00
06abb262-1c14-4c7e-b7f4-d035836e2ed8,130,258,view,,2026-01-26T16:55:40.857072+00:00
1900a67a-a6e1-490f-8d64-a080ea7f6da2,340,446,view,,2026-01-26T16:55:40.857110+00:00
1f3b377d-4382-4730-b659-c5a3ce06c563,866,226,purchase,61.53,2026-01-26T16:55:40.857160+00:00
b5b6dcbd-3af6-461d-a280-9bc6cdb50175,740,74,view,,2026-01-26T16:55:40.857201+00:00
3bc77ea7-4598-497f-8903-7d10e7e6d823,671,497,view,,2026-01-26T16:55:40.857237+00:00
456ebc5f-62cd-4b32-949e-bf377315e0d5,481,401,purchase,145.34,2026-01-26T16:55:40.857280+00:00
61d8c976-96d3-4a81-8e4b-d8de62314ae8,666,42,view,,2026-01-26T16:55:40.857321+00:00
2d3c4e7c-51e3-4293-9c49-972422bf5880,873,346,view,,2026-01-26T16:55:40.857360+00:00
496de628-bcc5-4dca-bbe4-583df4f664cc,390,489,view,,2026-01-26T16:55:40.857663+00:00
8f99ffcf-b057-482c-9ca3-fb7483d985fd,736,455,view,,2026-01-26T16:55:40.857740+00:00
1088e609-c8ce-4946-9dd0-ef06b63f508c,894,278,view,,2026-01-26T16:55:40.857781+00:00
a3801174-369f-4411-b4dd-9314239725c0,71,121,purchase,333.68,2026-01-26T16:55:40.857827+00:00
5f82a810-3b6d-4b81-9859-0a78338a4971,233,383,purchase,56.43,2026-01-26T16:55:40.857869+00:00
0bf6e965-83ba-4c2a-b708-0ff1c40177b7,649,361,purchase,456.1,2026-01-26T16:55:40.857911+00:00
4e0ace2e-fd2f-4c92-8b8f-fde554a26903,307,463,purchase,24.05,2026-01-26T16:55:40.857953+00:00
009eac34-0087-4fa1-ad99-70ced85c5b2a,301,184,view,,2026-01-26T16:55:40.857990+00:00
d8d1da89-3ba1-4c03-9d62-19d246d34168,150,126,view,,2026-01-26T16:55:40.858024+00:00
f0f7d999-ad01-4a42-8950-b52e2fa60ea7,580,350,view,,2026-01-26T16:55:40.858056+00:00
