event_id,user_id,product_id,event_type,price,event_timestamp
8571650e-2f73-488d-88af-92c5f269b462,730,421,view,,2026-01-26T16:57:02.159327+00:00
b0e6d44a-a629-453d-b6d0-47d2978bbae1,79,154,view,,2026-01-26T16:57:02.159426+00:00
4ee778ef-8f5d-4c09-9b33-74301e00866a,247,291,purchase,437.85,2026-01-26T16:57:02.159494+00:00
433c5660-e28b-4b0a-ad91-e92dd7a0b1c5,554,170,view,,2026-01-26T16:57:02.159536+00:00
8e92f14d-863a-4c04-861f-66d326175153,758,72,view,,2026-01-26T16:57:02.159571+00:00
2b646876-eb3b-4d72-a075-53898bd6f9e6,706,371,view,,2026-01-26T16:57:02.159607+00:00
16cc853a-1ded-4e00-aa7b-d6b9f9f223de,764,499,purchase,187.05,2026-01-26T16:57:02.159647+00:00
76f71175-8d16-4b9c-bd91-776d4731db6c,859,39,view,,2026-01-26T16:57:02.159681+00:00
58db4ebf-74aa-49d7-9f88-a6fa8f2fee8b,788,315,view,,2026-01-26T16:57:02.159715+00:00
5f18e61c-7010-467c-b922-3e8ccc52cd23,407,497,view,,2026-01-26T16:57:02.159749+00:00
1fb2cde8-8909-4a6c-8271-87ebc06873ab,31,325,view,,2026-01-26T16:57:02.159782+00:00
99d6f70a-b999-4e2b-8e6b-27e4914cc2e3,462,252,purchase,126.36,2026-01-26T16:57:02.159822+00:00
e3f75555-cffd-415b-b3f6-4d41e3d72632,443,96,view,,2026-01-26T16:57:02.159856+00:00
af74bdfc-f61c-451a-ae0a-56fe1a25be38,677,195,view,,2026-01-26T16:57:02.159888+00:00
5e7e2d74-d500-4acc-9f66-a79bf02d65d0,634,152,purchase,418.25,2026-01-26T16:57:02.159927+00:00
614fca2e-8953-4b1f-9e0f-3748fd40bca1,275,79,purchase,204.71,2026-01-26T16:57:02.159965+00:00
3bf083c0-6a98-4144-a4bd-f18128e7870f,758,200,view,,2026-01-26T16:57:02.159999+00:00
31bf36dc-3069-4616-ab7a-119ac9ca45f8,110,47,view,,2026-01-26T16:57:02.160032+00:00
26fa603e-fd2c-4593-a5c2-37714639bc0a,316,228,purchase,194.76,2026-01-26T16:57:02.160071+00:00
7b471bbe-4bd3-4f8b-8134-93d5367a0f2e,90,96,purchase,230.45,2026-01-26T16:57:02.160109+00:00
