event_id,user_id,product_id,event_type,price,event_timestamp
ae7e06cd-83ba-4177-87d4-168ac6888e50,377,348,view,,2026-01-26T16:56:13.030863+00:00
d9b59b7e-2517-4f94-bae5-cc4a0f1d9a0a,452,237,view,,2026-01-26T16:56:13.030964+00:00
50a6be32-1ee7-4499-9d45-bcd7ce588125,797,196,view,,2026-01-26T16:56:13.031009+00:00
3c0fd62b-de82-48de-ab67-7901ce210565,429,495,view,,2026-01-26T16:56:13.031046+00:00
314b9caa-0fec-4685-b172-31c3bfd0face,205,411,purchase,319.14,2026-01-26T16:56:13.031096+00:00
47316f8f-0e89-493b-8718-164f9fd164c4,657,247,purchase,457.37,2026-01-26T16:56:13.031251+00:00
381dc9f0-9b94-4200-ad3c-2948331ec22b,729,434,view,,2026-01-26T16:56:13.031343+00:00
33fed1df-a1eb-4473-8d16-d76cfa6b12a7,128,146,view,,2026-01-26T16:56:13.031393+00:00
59ff9201-a5f2-4dfb-9e1d-d1fa921e99cb,165,140,purchase,240.91,2026-01-26T16:56:13.031441+00:00
d4ed6a56-dd1f-4cd6-8cd9-7a5888e7765f,448,47,purchase,494.91,2026-01-26T16:56:13.031484+00:00
12baf97e-73cd-48f9-a219-f24e2a9074f8,906,179,view,,2026-01-26T16:56:13.031520+00:00
f06b38b7-c28a-489d-99a0-f12e61e5ea16,425,28,view,,2026-01-26T16:56:13.031553+00:00
0ef96f05-d4f1-4bfa-8970-7b22e3557bb3,383,121,view,,2026-01-26T16:56:13.031588+00:00
5b8bd630-0c13-4068-a46b-2483e81721a0,84,192,view,,2026-01-26T16:56:13.031621+00:00
aa0cc800-0d8c-4d87-8b39-00e317877ffb,327,477,purchase,60.84,2026-01-26T16:56:13.031660+00:00
19b1b8ce-c8cc-461e-add6-f6c093d816d1,811,75,view,,2026-01-26T16:56:13.031695+00:00
bea9b317-91d8-46d1-b897-b41955fc73aa,294,470,purchase,434.47,2026-01-26T16:56:13.031733+00:00
c9a9a7e5-a57c-48d1-8551-dced54a2f0ee,778,362,view,,2026-01-26T16:56:13.031767+00:00
3a63ed25-c411-4cec-9b7b-2dfb037b0ba5,631,3,view,,2026-01-26T16:56:13.031800+00:00
7d03bf8a-8c23-4fd5-af4d-1b41a9433e97,20,132,view,,2026-01-26T16:56:13.031832+00:00
