event_id,user_id,product_id,event_type,price,event_timestamp
68155d26-6a77-43c0-a6b6-32b8a011eb76,188,359,view,,2026-01-26T16:59:59.470268+00:00
7a552970-a704-437a-b275-0bb44fd9e5a1,339,404,view,,2026-01-26T16:59:59.470318+00:00
ea0af9d4-29b2-4fa2-92db-15d8ad34428b,333,233,view,,2026-01-26T16:59:59.470338+00:00
cfaa98f8-7529-4526-a751-703d7ed9c53d,67,244,view,,2026-01-26T16:59:59.470359+00:00
9a8ac9ee-9f8a-4857-adfc-b8c1504b743c,491,237,purchase,443.17,2026-01-26T16:59:59.470382+00:00
b24c3486-50c1-4634-9a6d-6d53c5ed7bd4,619,295,view,,2026-01-26T16:59:59.470397+00:00
c59f0648-93d6-4f15-98c8-ccf8884ee6db,106,208,purchase,428.71,2026-01-26T16:59:59.470413+00:00
9806ce92-8598-4578-b283-f67c31f401b7,570,333,purchase,46.79,2026-01-26T16:59:59.470435+00:00
6ff11eee-3d53-4a79-adad-1524dee3a6b8,411,303,view,,2026-01-26T16:59:59.470453+00:00
69e1ad14-1ee0-44d6-95b0-7b13c12742b1,636,125,view,,2026-01-26T16:59:59.470467+00:00
289d8188-5896-467b-b020-b2465848379a,998,247,view,,2026-01-26T16:59:59.470480+00:00
a5395f1e-65ae-45a2-8140-8eb838d8152e,349,107,view,,2026-01-26T16:59:59.470494+00:00
7242e83d-b6d6-4524-b849-2e4f8cf08244,606,221,view,,2026-01-26T16:59:59.470509+00:00
4ff9ec08-bf38-4205-bf13-bc0e208ac30d,446,291,view,,2026-01-26T16:59:59.470523+00:00
3b0df0dd-889b-43b7-b77f-f9721deefb97,558,356,view,,2026-01-26T16:59:59.470536+00:00
408e6820-e4c7-43ef-afea-cafff181306f,679,343,purchase,49.74,2026-01-26T16:59:59.470554+00:00
50f47198-b947-4e5d-a90a-9827655f1aec,857,250,view,,2026-01-26T16:59:59.470568+00:00
097918ac-a0a6-4140-b4ca-45292f6dfd4d,611,238,purchase,176.56,2026-01-26T16:59:59.470585+00:00
57adecd5-5629-4764-8623-c183456da653,181,158,view,,2026-01-26T16:59:59.470599+00:00
84c3e607-ffcd-4c9e-89f1-ce1768b113ab,72,307,view,,2026-01-26T16:59:59.470613+00:00
