event_id,user_id,product_id,event_type,price,event_timestamp
8bbed085-470f-4755-a687-98a400c5da91,748,196,purchase,276.96,2026-01-26T16:59:36.536170+00:00
e081870f-6713-4636-8ee8-9ecad06af907,641,352,view,,2026-01-26T16:59:36.536210+00:00
d4dc909d-d684-4cdc-952e-af5fd4b4d3f7,247,294,purchase,88.43,2026-01-26T16:59:36.536233+00:00
8aa8344f-a128-4e86-a9a6-d4d85f57d717,620,169,view,,2026-01-26T16:59:36.536295+00:00
6e90e8c4-8f03-4b55-bc42-e7e556d7dd42,135,106,view,,2026-01-26T16:59:36.536333+00:00
5d065957-0118-452c-af9f-25827c464acb,595,278,view,,2026-01-26T16:59:36.536353+00:00
39de1266-2ef2-4142-b217-b367185c152a,208,442,view,,2026-01-26T16:59:36.536369+00:00
fca48c3e-4080-48b1-8508-96e485c2f0a7,706,362,purchase,470.52,2026-01-26T16:59:36.536389+00:00
d165d748-41ff-4f2d-a7d6-ec14300cde6d,931,500,purchase,404.15,2026-01-26T16:59:36.536408+00:00
2e69aedc-5282-4555-854b-5b5dd777b8a2,940,81,view,,2026-01-26T16:59:36.536424+00:00
50cc86ea-f475-4886-b7c0-7f64dc859eef,571,273,view,,2026-01-26T16:59:36.536469+00:00
56555fe8-6ae3-4b38-b0fe-038ca1133c35,122,95,view,,2026-01-26T16:59:36.536484+00:00
3ffc0ef7-5a9c-492d-9659-f1af50a63bee,901,75,view,,2026-01-26T16:59:36.536497+00:00
aaccdf70-a3b4-4214-aed3-f1b6d060f131,784,164,view,,2026-01-26T16:59:36.536511+00:00
c4418cae-d767-4601-96e3-fb695abd59ea,424,493,view,,2026-01-26T16:59:36.536526+00:00
8c927ac7-2237-4d7c-8d58-b144b34e01d4,454,382,view,,2026-01-26T16:59:36.536539+00:00
f2ea9d4c-6556-4c39-8af9-b57cc565cf6c,916,327,view,,2026-01-26T16:59:36.536553+00:00
865f999d-3764-436c-8e0d-5b29e675a44f,281,78,view,,2026-01-26T16:59:36.536567+00:00
217dac76-c387-4679-8f4f-2776ad3ea31d,110,68,view,,2026-01-26T16:59:36.536581+00:00
04078aaf-542d-455e-af53-e1537b501089,781,314,purchase,325.27,2026-01-26T16:59:36.536599+00:00
