event_id,user_id,product_id,event_type,price,event_timestamp
d2429f8e-04c4-43a9-849b-05f1d8f8f496,350,7,view,,2026-01-30 13:20:48
f5c99f2a-8310-44e2-bff1-d98c9e8b791c,843,251,view,,2026-01-30 13:20:48
b833baaf-4bca-46b7-8f9b-d101592bb8b5,984,186,purchase,335.89,2026-01-30 13:20:48
4615a475-b76b-4521-840c-0b160c32ad7a,157,223,view,,2026-01-30 13:20:48
b3b612c9-4170-4ef1-92e5-7f77109d823f,535,495,purchase,343.27,2026-01-30 13:20:48
3bebf42c-46e1-403b-aa2c-bc0b94ef9ed4,552,397,view,,2026-01-30 13:20:48
8b682dab-dec7-44a1-b327-e7be8ba4d3b5,447,423,view,,2026-01-30 13:20:48
5c7c54c4-5eee-408c-a857-9b5bf93a4f3c,275,166,view,,2026-01-30 13:20:48
cb17718b-839d-42c5-b78f-0eb5a67fb040,851,479,view,,2026-01-30 13:20:48
7b4f5038-1fa2-4c2b-b65a-2caa9cd48bc8,903,231,purchase,134.75,2026-01-30 13:20:48
a795957d-a518-4e4a-8d7a-2b4484b136be,685,195,view,,2026-01-30 13:20:48
44bc734c-7cd5-4630-a614-4e5ecc7f31e9,507,436,view,,2026-01-30 13:20:48
0b8fa9b9-4fdb-4d1b-9243-16ba1810e09e,500,109,view,,2026-01-30 13:20:48
9434bc5a-6603-499e-b653-b34ee8fcc572,265,175,view,,2026-01-30 13:20:48
9381b629-0a55-40f5-ba9d-09f7bea1b95e,611,360,purchase,460.28,2026-01-30 13:20:48
63a08320-b588-4ed4-a2c2-7c6fb5a8ce04,971,98,purchase,53.24,2026-01-30 13:20:48
e1a76c59-16b2-4cf9-806e-c73e5ee97248,569,389,view,,2026-01-30 13:20:48
91058764-cb38-4f8c-b5d1-ae9c4068063a,488,331,purchase,374.49,2026-01-30 13:20:48
f4dd468f-499a-422e-b183-0c3ca72160ce,96,151,view,,2026-01-30 13:20:48
1c09964f-7b31-445c-896e-ace74fa15b6f,709,125,purchase,166.66,2026-01-30 13:20:48
