event_id,user_id,product_id,event_type,price,event_timestamp
490d7226-a3c0-45dd-b6d9-b56e021bf88a,899,189,view,,2026-01-26T16:57:23.403558+00:00
9dc1fe51-215f-487a-ab7d-901134cc36dc,500,168,view,,2026-01-26T16:57:23.403610+00:00
b5099d8a-da38-4023-a295-4ab68045f0d4,890,397,view,,2026-01-26T16:57:23.403633+00:00
d5d5dd89-95f6-4c2b-90a9-a2d272fa1883,96,375,view,,2026-01-26T16:57:23.403657+00:00
3118f1a4-11c4-4f5d-a2a5-cda3cd6948ef,651,341,view,,2026-01-26T16:57:23.403677+00:00
c14108d0-a2fd-4aba-9c99-3ff8fb697cd6,871,33,view,,2026-01-26T16:57:23.403695+00:00
2f4a77ec-b989-4361-a75a-af4ea7bf483a,408,112,view,,2026-01-26T16:57:23.403712+00:00
7353dd72-dcce-45a6-bcde-d27bfe6e2909,845,109,view,,2026-01-26T16:57:23.403729+00:00
d90e1b80-dc99-407e-8b30-469b20cc8405,331,425,view,,2026-01-26T16:57:23.403747+00:00
19711311-86b4-42fc-805a-21ab8a63d98c,561,296,purchase,76.57,2026-01-26T16:57:23.403774+00:00
f447e121-cf7a-4bd8-ab1e-e24cb7a8580c,352,458,view,,2026-01-26T16:57:23.403793+00:00
ede47f58-6221-4ece-8aba-ca15836ff5cc,50,24,view,,2026-01-26T16:57:23.403810+00:00
31b29e85-decd-424d-9866-4f6e84b3478e,803,429,purchase,245.02,2026-01-26T16:57:23.403831+00:00
f83c9cb8-358f-4f16-a162-b6cc79606323,162,226,view,,2026-01-26T16:57:23.403848+00:00
04aeb66d-af1a-4307-bfd9-4d6a8e5c40d5,982,220,view,,2026-01-26T16:57:23.403867+00:00
c24829d0-e91f-4394-a5ff-e184c0f265b9,706,466,purchase,77.88,2026-01-26T16:57:23.403888+00:00
0c03e088-fff2-43d9-a5e0-b551985b3b19,896,478,view,,2026-01-26T16:57:23.403906+00:00
9ae54f93-e729-451e-9696-a545d42c118c,96,336,view,,2026-01-26T16:57:23.403924+00:00
6edb55cf-67a6-4da5-ba2a-e1c8d96973ed,85,191,view,,2026-01-26T16:57:23.403941+00:00
054157c9-2a66-467b-ae77-b4798a65f8be,665,85,view,,2026-01-26T16:57:23.403958+00:00
