event_id,user_id,product_id,event_type,price,event_timestamp
ac68b48f-1725-437e-83cb-59aee57bf8ba,503,20,view,,2026-01-26T16:57:46.428628+00:00
12bea74e-6dc9-43fc-99d2-8340ffab3979,239,309,purchase,122.02,2026-01-26T16:57:46.428837+00:00
782ad370-8e04-4a86-b487-c44652afc3d1,340,470,view,,2026-01-26T16:57:46.428924+00:00
0e1f0b4e-90e9-4cfb-a455-c148dfd913b9,826,67,view,,2026-01-26T16:57:46.429003+00:00
30120085-2ac3-4502-8950-e8a46c171c51,182,471,view,,2026-01-26T16:57:46.429058+00:00
1c8df090-1233-47be-992a-617197a94c68,890,166,view,,2026-01-26T16:57:46.429095+00:00
c12e817c-a110-43fe-9b84-d3a5ac01d3a6,152,301,purchase,370.92,2026-01-26T16:57:46.429159+00:00
94f656a4-8f71-4cc6-a321-216c26fb2030,867,270,view,,2026-01-26T16:57:46.429219+00:00
d9a94f4d-10aa-4d1d-9ab5-f41bdf5c0a7b,984,38,view,,2026-01-26T16:57:46.429257+00:00
86e7cedd-abbf-4f3d-926a-ee88cd96e268,965,340,view,,2026-01-26T16:57:46.429293+00:00
ef3f8e55-766c-4f0e-92dc-1267f85e43bc,104,173,view,,2026-01-26T16:57:46.429327+00:00
0eae0176-6398-4f06-8505-bb88271f3f6f,140,500,view,,2026-01-26T16:57:46.429369+00:00
3126bad1-b207-45c6-85c5-a4314f6e4aa0,972,224,purchase,415.64,2026-01-26T16:57:46.429449+00:00
fd651f99-4b11-40cb-9354-484029e3d33e,325,90,view,,2026-01-26T16:57:46.429658+00:00
17cdf35b-16db-49f8-a819-7219130da6d8,576,356,view,,2026-01-26T16:57:46.429764+00:00
1e2f34a0-fd7e-449d-9ddc-903ab57b26d1,629,403,view,,2026-01-26T16:57:46.429846+00:00
9f9b038e-eb23-41aa-b636-3ce2c22dbdb0,682,302,view,,2026-01-26T16:57:46.429933+00:00
e5936622-6f18-4b70-a51b-e8349a17c16e,388,158,view,,2026-01-26T16:57:46.430009+00:00
e9cbb52b-ee9d-488d-894a-5cc1442990f0,302,66,view,,2026-01-26T16:57:46.430080+00:00
d132f5e3-1739-4c8e-97b4-de60895465d8,2,486,purchase,369.95,2026-01-26T16:57:46.430167+00:00
