event_id,user_id,product_id,event_type,price,event_timestamp
5e36357a-8352-4c4c-a792-0333c9540d4d,65,134,view,,2026-01-26T16:58:18.492262+00:00
89d8e4a9-19c6-4986-a901-55dfa8d39d87,13,361,view,,2026-01-26T16:58:18.492308+00:00
d3ce62c9-8bad-42c1-9252-f95c2d9e0b9c,538,393,view,,2026-01-26T16:58:18.492327+00:00
8e129e2b-2e7d-4ede-96b9-032e377090ff,742,290,view,,2026-01-26T16:58:18.492343+00:00
1d1f0ca4-6cda-4fee-80b2-4e57512b864f,979,343,purchase,457.34,2026-01-26T16:58:18.492365+00:00
04dc2fbc-6fd1-4049-b8a7-a579304da632,718,317,view,,2026-01-26T16:58:18.492383+00:00
112d061d-4120-4525-8b0b-c98b36b54a1f,678,373,purchase,137.48,2026-01-26T16:58:18.492401+00:00
bd02f11f-c0f0-4192-b5ee-63d5083e7c9e,657,198,view,,2026-01-26T16:58:18.492415+00:00
18ba18fa-2b93-4e50-ab57-59e40ec4e35d,847,286,purchase,466.99,2026-01-26T16:58:18.492433+00:00
dc8acbc6-52d2-4b55-a2b8-2809b1f8e6f8,659,479,purchase,90.51,2026-01-26T16:58:18.492451+00:00
4fec789c-82c8-4c50-98c1-2b49fd9822a6,508,446,view,,2026-01-26T16:58:18.492465+00:00
01802b66-1d14-4936-a1f9-db523914075e,770,252,purchase,174.24,2026-01-26T16:58:18.492482+00:00
004b972f-876b-4425-8823-f3fce3cafa4a,52,260,view,,2026-01-26T16:58:18.492498+00:00
98317203-3a9d-4114-9cac-4272789e21c1,659,194,purchase,216.82,2026-01-26T16:58:18.492515+00:00
e42f9f71-10e9-4c6f-a8fa-b48e3ac30996,455,411,purchase,303.45,2026-01-26T16:58:18.492531+00:00
f238779c-780c-4930-98e3-8d6bc3dc8f1f,458,162,view,,2026-01-26T16:58:18.492546+00:00
239d6920-3a24-48b5-a445-57284ab25eab,510,382,purchase,344.02,2026-01-26T16:58:18.492563+00:00
d1140129-0c0e-479e-8494-0eb1e810e4c2,37,286,view,,2026-01-26T16:58:18.492577+00:00
b093e5fb-23c5-4e84-b486-fb76e661d1a2,846,47,view,,2026-01-26T16:58:18.492591+00:00
0d0c1e68-4f1d-44c4-8c88-4f84265a3509,987,317,view,,2026-01-26T16:58:18.492605+00:00
