event_id,user_id,product_id,event_type,price,event_timestamp
400b264c-9f23-43ba-b254-06b595512d89,780,397,purchase,96.58,2026-01-26T16:58:09.406546+00:00
e4bc54e2-9963-44fb-a67b-49a9dce5c491,805,391,purchase,409.09,2026-01-26T16:58:09.406644+00:00
c5aa8f60-4681-4992-89e3-e34c52f8cd67,649,220,view,,2026-01-26T16:58:09.406689+00:00
0a602c80-370f-43fc-ab93-581c8122d950,989,245,view,,2026-01-26T16:58:09.406728+00:00
d6178d5f-0e0e-4ac1-bbc2-0cb7bbbaa652,39,274,view,,2026-01-26T16:58:09.406762+00:00
401084f2-70eb-4daa-b232-d05a6d60a1c1,383,487,purchase,17.89,2026-01-26T16:58:09.406804+00:00
0fd2d8ab-29b4-430d-a68b-babac6f5a05d,544,98,view,,2026-01-26T16:58:09.406839+00:00
11d26693-a65f-48be-9eba-3fce86cc6007,5,321,purchase,385.25,2026-01-26T16:58:09.406879+00:00
3869abf2-d3f7-499b-937b-830761ee5d4a,353,160,view,,2026-01-26T16:58:09.406914+00:00
a5f6c7a0-2bd6-419c-94c8-79dc991e5c1e,393,258,purchase,311.31,2026-01-26T16:58:09.406954+00:00
9ab9fa41-ff9d-4587-ab1f-505d9e357451,47,153,purchase,495.29,2026-01-26T16:58:09.407099+00:00
2d146beb-5a2a-47de-a5f2-ade4738da580,611,269,view,,2026-01-26T16:58:09.407169+00:00
a7ce5745-8b55-43de-9dc8-16ac3854fdcc,910,352,view,,2026-01-26T16:58:09.407208+00:00
a6796486-a3bb-4197-a01b-99a79d7e2c09,351,462,view,,2026-01-26T16:58:09.407244+00:00
466184bb-0536-415b-b431-2d2d220409b1,769,97,view,,2026-01-26T16:58:09.407278+00:00
cd3c02cb-9624-45fa-90e7-04384acf0738,929,471,purchase,425.4,2026-01-26T16:58:09.407318+00:00
903b1537-c981-4d92-aeaf-497e63beb7ec,745,68,purchase,118.73,2026-01-26T16:58:09.407359+00:00
3c93cd7b-4ed1-46c5-ba3a-25ddc415b512,174,64,view,,2026-01-26T16:58:09.407394+00:00
83ed670e-b245-439c-9516-6e684734b914,667,406,view,,2026-01-26T16:58:09.407427+00:00
39148a77-238d-4272-9882-748fa6e7cbc8,898,328,purchase,140.77,2026-01-26T16:58:09.407464+00:00
